ID,name,Food Group,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)","Vitamin A, RAE (mcg)",Vitamin C (mg),Vitamin B-12 (mcg),Vitamin D (mcg),Vitamin E (Alpha-Tocopherol) (mg),Added Sugar (g),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,Trans Fatty Acids (g),Soluble Fiber (g),Insoluble Fiber (g),Sucrose (g),Glucose (Dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Galactose (g),Starch (g),Total sugar alcohols (g),"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)",Manganese (mg),"Selenium, Se (mcg)","Fluoride, F (mcg)",Molybdenum (mcg),Chlorine (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Pantothenic acid (B5) (mg),Vitamin B6 (mg),Biotin (B7) (mcg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Folate DFE (mcg),Choline (mg),Betaine (mg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),Vitamin D2 (ergocalciferol) (mcg),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (IU) (IU),Vitamin K (mcg),Dihydrophylloquinone (mcg),Menaquinone-4 (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)","18:3 n-3 c,c,c (ALA) (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Tryptophan (mg),Threonine (mg),Isoleucine (mg),Leucine (mg),Lysine (mg),Methionine (mg),Cystine (mg),Phenylalanine (mg),Tyrosine (mg),Valine (mg),Arginine (mg),Histidine (mg),Alanine (mg),Aspartic acid (mg),Glutamic acid (mg),Glycine (mg),Proline (mg),Serine (mg),Hydroxyproline (mg),Alcohol (g),Caffeine (mg),Theobromine (mg),Serving Weight 1 (g),Serving Description 1 (g),Serving Weight 2 (g),Serving Description 2 (g),Serving Weight 3 (g),Serving Description 3 (g),Serving Weight 4 (g),Serving Description 4 (g),Serving Weight 5 (g),Serving Description 5 (g),Serving Weight 6 (g),Serving Description 6 (g),Serving Weight 7 (g),Serving Description 7 (g),Serving Weight 8 (g),Serving Description 8 (g),Serving Weight 9 (g),Serving Description 9 (g),200 Calorie Weight (g)
174602,Bacon And Beef Sticks,Meats,517.0,44.2,29.1,0.8,0.8,0.0,102.0,16.0,14.0,1.86,385.0,17.0,0.0,0.0,0.0,1.9,,,,0.8,21.6,330.0,2870.0,10.76,,,,,,,,,,,,142.0,1420.0,3.23,0.08,0.038,26.1,,,,0.6,0.285,4.867,1.06,0.5,,2.0,0.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,,1.6,,,21900.0,4300.0,,0.0,0.0,0.0,210.0,959.0,971.0,1732.0,1824.0,593.0,262.0,868.0,710.0,1083.0,1516.0,699.0,1480.0,2073.0,3383.0,1641.0,1188.0,942.0,,0.0,0.0,0.0,28.0,1 oz,,,,,,,,,,,,,,,,,38.685
174603,Salami,Meats,425.0,37.0,21.7,1.2,1.2,0.0,80.0,13.1,10.0,1.52,340.0,22.0,0.0,0.0,0.0,2.8,,,,1.2,34.6,,,11.223,,,,,,,,,,,,229.0,1890.0,4.2,0.16,0.07,25.4,41.2,,,0.93,0.33,5.6,1.06,0.55,,2.0,0.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,18200.0,3600.0,,,,,253.0,1012.0,1084.0,1625.0,1878.0,470.0,289.0,940.0,686.0,1120.0,1373.0,614.0,1336.0,2095.0,3829.0,1553.0,1336.0,903.0,,0.0,0.0,0.0,28.0,1 oz,,,,,,,,,,,,,,,,,47.059
174618,Beef Sausage Fresh Cooked,Meats,332.0,27.98,18.21,0.35,0.0,0.0,82.0,10.905,11.0,1.57,258.0,14.0,81.0,13.0,0.0,2.01,0.5,0.24,,0.35,51.12,50.0,618.0,8.185,1.44,,,,,,,,,,,141.0,813.0,4.38,0.069,0.0,0.0,,,,0.048,0.15,3.6,0.515,0.313,,3.0,0.0,3.0,3.0,51.4,10.4,11.0,15.0,11.0,11.0,0.0,,0.5,18.0,1.1,,,12639.0,663.0,50.0,0.0,0.0,0.0,118.0,805.0,864.0,1492.0,1607.0,408.0,208.0,752.0,579.0,989.0,1209.0,653.0,1257.0,1768.0,2986.0,1280.0,921.0,770.0,283.0,0.0,0.0,0.0,43.0,1 serving,,,,,,,,,,,,,,,,,60.241
174639,Uncle Sam Cereal,Breakfast Cereals,346.0,11.6,15.98,65.78,1.56,20.3,0.0,0.946,95.0,4.03,446.0,206.0,0.0,0.0,2.4,0.0,0.0,0.9,,45.48,4.43,4302.0,1685.0,5.605,,,,0.94,0.41,0.21,0.0,0.0,0.0,,,374.0,206.0,3.87,0.752,3.61,88.3,,,,0.679,0.127,4.803,0.621,0.956,,53.0,0.0,53.0,53.0,49.5,248.4,0.0,0.0,0.0,0.0,331.0,,,0.0,1.8,0.0,,1419.0,5987.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,55.0,3/4 cup (1 nlea serving),,,,,,,,,,,,,,,,,57.803
174739,Beef New Zealand Imported Brisket Navel End Separable Lean And Fat Cooked Braised,Meats,453.0,41.33,20.14,0.0,0.0,0.0,72.0,15.494,11.0,1.29,137.0,11.0,32.0,10.0,0.0,0.94,0.3,0.43,,0.0,38.97,310.0,1031.0,10.024,1.258,,,,,,,,,,,94.0,33.0,3.61,0.047,0.003,3.1,,,,0.035,0.069,1.974,0.037,0.084,,,,,,,,10.0,0.0,0.0,0.0,0.0,,0.3,10.0,,,,14391.0,990.0,265.0,9.0,36.0,0.0,211.0,729.0,837.0,1519.0,1594.0,662.0,,783.0,678.0,889.0,1325.0,726.0,1048.0,,2808.0,1097.0,646.0,708.0,,0.0,0.0,0.0,85.0,3 oz,,,,,,,,,,,,,,,,,44.15
174740,Beef New Zealand Imported Brisket Navel End Separable Lean And Fat Raw,Meats,345.0,31.27,15.81,0.0,0.0,0.0,62.0,12.915,9.0,1.11,223.0,13.0,29.0,9.0,0.0,1.38,0.2,0.29,,0.0,53.33,245.0,775.0,6.949,0.977,,,,,,,,,,,118.0,54.0,2.66,0.037,0.003,2.5,,,,0.056,0.076,2.683,0.255,0.177,,,,,,,,9.0,0.0,0.0,0.0,0.0,,0.2,8.0,,,,10892.0,766.0,211.0,7.0,27.0,0.0,166.0,572.0,657.0,1193.0,1252.0,520.0,,615.0,532.0,698.0,1040.0,570.0,823.0,,2205.0,861.0,507.0,556.0,,0.0,0.0,0.0,114.0,4 oz,,,,,,,,,,,,,,,,,57.971
174751,Beef New Zealand Imported Striploin Separable Lean And Fat Cooked Fast Fried,Meats,301.0,22.33,24.89,0.02,0.0,0.0,69.0,8.244,8.0,1.72,325.0,21.0,53.0,16.0,0.0,0.84,0.3,0.44,,0.02,52.4,193.0,534.0,11.786,0.613,,,,,,,,,,,192.0,50.0,2.92,0.068,0.003,3.7,,,,0.054,0.077,4.25,0.358,0.279,,,,,,,,16.0,0.0,0.0,0.0,0.0,,0.3,13.0,,,,8070.0,561.0,145.0,17.0,26.0,2.0,261.0,901.0,1035.0,1878.0,1971.0,819.0,,968.0,838.0,1099.0,1638.0,897.0,1296.0,,3472.0,1356.0,799.0,875.0,,0.0,0.0,0.0,85.0,3 oz,,,,,,,,,,,,,,,,,66.445
174780,Formulated Bar Mars Snackfood Us Snickers Marathon Chewy Chocolate Peanut Bar,Snacks,396.0,13.12,24.29,47.24,32.86,2.5,4.0,4.728,965.0,,,255.0,3637.0,,144.4,10.91,,24.55,,44.74,12.9,,,,0.204,,,,,,,,,,,455.0,462.0,9.55,,,,,,,2.727,3.091,36.364,18.182,3.636,,727.0,727.0,0.0,1236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1 bar,,,,,,,,,,,,,,,,,50.505
174781,Formulated Bar Mars Snackfood Us Snickers Marathon Multigrain Crunch Bar,Snacks,422.0,13.18,18.49,57.27,33.04,2.8,3.0,4.794,953.0,14.67,,255.0,3182.0,,144.3,10.91,,24.57,,54.47,7.99,,,,0.197,,,,,,,,,,,455.0,418.0,9.55,,,,,,,2.727,3.091,36.364,18.182,3.636,,727.0,727.0,0.0,1236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1 bar,,,,,,,,,,,,,,,,,47.393
174786,Formulated Bar Mars Snackfood Us Snickers Marathon Protein Performance Bar Caramel Nut Rush,Snacks,415.0,12.5,25.0,50.5,28.75,12.5,6.0,6.25,625.0,10.13,188.0,175.0,2188.0,652.0,75.0,7.5,3.8,16.88,,38.0,9.0,220.0,2671.0,9.431,0.0,,,,,,,,,,,375.0,238.0,6.56,0.977,1.322,3.9,4.3,,,1.875,2.125,25.0,12.5,2.5,,500.0,500.0,0.0,850.0,1.7,0.0,651.0,10.0,0.0,0.0,0.0,,,150.0,10.4,0.0,,2645.0,2892.0,,0.0,0.0,0.0,314.0,956.0,1156.0,1937.0,1414.0,345.0,332.0,1337.0,997.0,1208.0,2257.0,671.0,1067.0,3032.0,5185.0,1209.0,1424.0,1352.0,0.0,0.0,3.0,28.0,80.0,1 bar,,,,,,,,,,,,,,,,,48.193
174787,Formulated Bar Luna Bar Nutz Over Chocolate,Snacks,403.0,12.19,20.75,52.49,16.9,4.3,0.0,5.523,886.0,14.2,412.0,329.0,1251.0,374.0,68.0,6.4,3.1,8.4,,48.19,9.38,130.0,2584.0,10.349,0.012,,,9.26,1.05,0.37,0.0,6.22,0.0,10.5,,785.0,386.0,9.72,1.41,2.59,62.5,1.7,,,0.12,3.0,37.1,15.9,2.4,,1057.0,1023.0,34.0,1773.0,41.5,1.7,374.0,2.0,0.0,0.0,28.0,,,125.0,40.8,0.0,0.0,2933.0,2714.0,124.0,6.0,0.0,0.0,330.0,790.0,950.0,1650.0,1020.0,260.0,250.0,1110.0,670.0,930.0,1700.0,500.0,990.0,2530.0,4180.0,990.0,1630.0,1190.0,,0.0,7.0,67.0,48.0,1 bar,,,,,,,,,,,,,,,,,49.628
174792,Formulated Bar Zone Perfect Classic Crunch Bar Mixed Flavors,Snacks,426.0,14.0,30.0,45.0,27.0,2.0,8.0,4.499,200.0,3.6,250.0,80.0,3500.0,1050.0,120.0,4.2,0.0,24.0,,43.0,7.0,72.0,4731.0,15.821,0.0,,,,,,,,,,,300.0,444.0,7.5,0.774,0.846,3.9,,,,0.75,1.7,20.0,5.0,2.0,,160.0,160.0,0.0,272.0,73.0,,1050.0,0.0,0.0,0.0,2.0,,,0.0,1.6,,,3828.0,4804.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,11.0,99.0,50.0,1 bar,,,,,,,,,,,,,,,,,46.948
174794,Snacks Granola Bar Kashi Tlc Bar Chewy Mixed Flavors,Snacks,429.0,15.71,18.57,53.26,17.14,11.4,0.0,1.213,0.0,3.39,415.0,107.0,8.0,2.0,0.0,0.0,0.0,7.14,,41.86,9.34,193.0,3877.0,7.556,0.005,,,,,,,,,0.27,,271.0,293.0,1.6,0.506,0.779,9.1,0.3,,,0.115,0.289,1.158,0.389,0.063,,45.0,1.0,44.0,46.0,46.7,,1.0,1.0,0.0,0.0,38.0,,,0.0,2.7,0.0,,9486.0,4181.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,35.0,1 bar,,,,,,,,,,,,,,,,,46.62
174797,Snacks Granola Bar Kashi Tlc Bar Crunchy Mixed Flavors,Snacks,446.0,15.0,15.0,62.78,20.0,10.0,0.0,1.436,0.0,2.7,545.0,97.0,17.0,1.0,0.0,0.0,0.0,2.3,,52.78,2.74,1241.0,3764.0,5.62,0.0,,,,,,,,,,,333.0,400.0,2.86,0.678,3.137,18.9,0.1,,,0.486,0.163,2.403,0.979,0.536,,81.0,0.0,81.0,81.0,25.5,,0.0,8.0,4.0,0.0,73.0,,,0.0,9.8,0.0,,7932.0,5006.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,40.0,2 bar,20.0,1 bar,,,,,,,,,,,,,,,44.843
174874,Lamb New Zealand Imported Square-Cut Shoulder Chops Separable Lean And Fat Cooked Braised,Meats,322.0,23.86,26.79,0.05,0.0,0.0,95.0,9.596,34.0,1.74,207.0,20.0,49.0,15.0,0.0,2.11,0.2,0.69,,0.05,50.14,331.0,1074.0,13.785,1.137,,,,,,,,,,,162.0,57.0,5.35,0.124,0.01,10.1,,,,0.046,0.19,2.674,0.517,0.102,,,,,,,,15.0,0.0,0.0,0.0,0.0,,0.2,7.0,,,,6769.0,1039.0,277.0,13.0,32.0,9.0,296.0,1278.0,1199.0,2069.0,2340.0,874.0,351.0,1055.0,928.0,1364.0,1804.0,567.0,1332.0,,3743.0,1146.0,859.0,914.0,,0.0,0.0,0.0,85.0,3 oz,,,,,,,,,,,,,,,,,62.112
174883,Veal External Fat Only Cooked,Meats,540.0,53.23,15.28,0.0,0.0,0.0,85.0,17.754,58.0,1.09,152.0,26.0,0.0,0.0,0.0,1.61,3.6,0.45,,0.0,32.69,10.0,1926.0,9.058,2.051,,,,,,,,,,,168.0,103.0,1.42,0.074,0.044,9.8,,,,0.053,0.16,4.16,0.39,0.214,,0.0,0.0,0.0,0.0,41.9,15.3,0.0,0.0,0.0,0.0,0.0,,3.6,142.0,2.4,,,23864.0,1709.0,,0.0,10.0,0.0,155.0,668.0,753.0,1216.0,1259.0,357.0,172.0,617.0,487.0,845.0,899.0,555.0,909.0,1318.0,2417.0,785.0,638.0,573.0,84.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,37.037
174891,Lamb Australian Imported Fresh External Fat Cooked,Meats,538.0,52.3,16.9,0.0,0.0,0.0,81.0,26.8,12.0,1.98,207.0,20.0,,,0.0,,0.0,,,0.0,27.09,647.0,3159.0,8.707,4.063,,,,,,,,,,,148.0,58.0,2.13,0.071,0.006,5.0,,,,0.082,0.23,4.3,0.52,0.342,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20337.0,3115.0,527.0,25.0,78.0,17.0,175.0,690.0,703.0,1206.0,1289.0,408.0,173.0,628.0,528.0,757.0,1008.0,442.0,961.0,1387.0,2255.0,892.0,716.0,600.0,,0.0,0.0,0.0,85.0,3 oz,,,,,,,,,,,,,,,,,37.175
175258,Peanuts All Types Oil-Roasted Without Salt,Beans and Lentils,599.0,52.5,28.03,15.26,4.18,9.4,0.0,8.686,61.0,1.52,726.0,176.0,0.0,0.0,0.8,0.0,0.0,6.91,,5.86,1.45,38.0,15179.0,7.683,,,,4.03,0.08,0.08,0.0,0.0,0.0,,,397.0,6.0,3.28,0.533,1.845,3.3,,,,0.085,0.089,13.825,1.202,0.461,,120.0,0.0,120.0,120.0,55.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,25976.0,15292.0,,0.0,0.0,0.0,231.0,610.0,978.0,1812.0,945.0,291.0,375.0,1427.0,1006.0,1146.0,3247.0,655.0,1092.0,3272.0,5422.0,1621.0,1173.0,1285.0,,0.0,0.0,0.0,144.0,"1 cup,",28.4,1 oz shelled (32 nuts),,,,,,,,,,,,,,,33.389
175259,Lamb New Zealand Imported Frozen Loin Separable Lean And Fat Cooked Broiled,Meats,315.0,23.88,23.43,0.0,0.0,0.0,112.0,11.96,23.0,2.05,159.0,19.0,0.0,0.0,0.0,2.53,0.1,0.13,,0.0,50.44,430.0,630.0,15.023,,,,,,,,,,,,208.0,49.0,2.65,0.109,0.021,2.0,,,,0.12,0.36,7.93,0.5,0.11,,1.0,0.0,1.0,1.0,95.0,12.5,0.0,0.0,0.0,0.0,0.0,,0.1,2.0,4.9,0.0,,9200.0,1090.0,,0.0,0.0,0.0,274.0,1003.0,1130.0,1822.0,2069.0,601.0,280.0,954.0,787.0,1264.0,1392.0,742.0,1409.0,2062.0,3400.0,1144.0,983.0,871.0,,0.0,0.0,0.0,85.0,3 oz,43.0,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 85 g)",,,,,,,,,,,,,,,63.492
175263,Lamb New Zealand Imported Frozen Shoulder Whole (Arm And Blade) Separable Lean And Fat Cooked Braised,Meats,357.0,26.27,28.21,0.0,,0.0,123.0,12.74,27.0,2.11,147.0,18.0,0.0,0.0,0.0,3.4,,,,0.0,42.64,470.0,820.0,17.149,,,,,,,,,,,,196.0,51.0,4.53,0.103,0.025,4.5,,,,0.08,0.32,6.37,0.52,0.07,,1.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,10220.0,1330.0,,,,,330.0,1207.0,1361.0,2194.0,2491.0,724.0,337.0,1148.0,948.0,1522.0,1676.0,894.0,1697.0,2483.0,4094.0,1378.0,1183.0,1049.0,,,,,85.0,3 oz,206.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,56.022
781654,Cheese Nfs,Dairy and Egg Products ,365.0,29.21,20.16,5.39,2.78,0.0,91.0,16.493,976.0,0.46,164.0,30.0,,306.0,0.0,1.27,3.0,0.76,,5.39,40.24,27.0,1023.0,14.401,,,,,,,,,,,,580.0,903.0,3.07,0.029,,23.6,,,,0.033,0.427,0.103,,0.089,,23.0,0.0,23.0,23.0,24.2,,297.0,150.0,0.0,0.0,24.0,,,,2.7,,,7810.0,1249.0,,9.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.0,1 cracker-size slice,21.0,1 slice,28.0,1 stick,113.0,1 cup,244.0,"1 cup, melted",17.0,1 cubic inch,,,,,,,54.795
781659,Cheese Cheddar,Dairy and Egg Products ,404.0,33.31,22.87,3.09,0.48,0.0,99.0,18.867,710.0,0.14,76.0,27.0,,330.0,0.0,1.1,0.6,0.71,,3.09,37.02,28.0,1171.0,16.498,,,,,,,,,,,,455.0,653.0,3.64,0.03,,28.5,,,,0.029,0.428,0.059,,0.066,,27.0,0.0,27.0,27.0,16.5,,330.0,85.0,0.0,0.0,0.0,,,,2.4,,,9246.0,1421.0,,10.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.0,1 cracker-size slice,21.0,1 slice,28.0,1 stick,113.0,"1 cup, shredded",132.0,"1 cup, diced",244.0,"1 cup, melted",113.0,"1 cup, nfs",132.0,"1 cup, cubed",17.0,1 cubic inch,49.505
781663,Cheese Colby Jack,Dairy and Egg Products ,384.0,31.2,24.12,1.62,0.51,0.0,92.0,19.642,716.0,0.74,104.0,26.0,,231.0,0.0,0.83,0.6,0.27,,1.62,39.6,269.0,657.0,16.283,,,,,,,,,,,,450.0,602.0,3.04,0.037,,14.5,,,,0.015,0.382,0.093,,0.079,,18.0,0.0,18.0,18.0,15.4,,224.0,80.0,0.0,0.0,0.0,,,,2.6,,,9016.0,926.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.0,1 cracker-size slice,21.0,1 slice,28.0,1 stick,113.0,"1 cup, shredded",132.0,"1 cup, diced",113.0,"1 cup, nfs",244.0,"1 cup, melted",17.0,1 cubic inch,,,52.083
781666,Cheese Goat,Dairy and Egg Products ,360.0,28.85,23.52,0.76,0.76,0.0,77.0,19.948,443.0,1.8,78.0,33.0,,394.0,0.0,0.18,0.5,0.25,,0.76,45.1,0.0,685.0,20.013,,,,,,,,,,,,453.0,432.0,1.05,0.64,,4.0,,,,0.094,0.748,1.324,,0.129,,6.0,0.0,6.0,6.0,15.4,,387.0,74.0,0.0,0.0,0.0,,,,2.4,,,6580.0,685.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,140.0,"1 cup, crumbled",25.0,1 cubic inch,,,,,,,,,,,,,,,55.556
781667,Cheese Gouda Or Edam,Dairy and Egg Products ,357.0,27.69,24.98,1.67,1.67,0.0,96.0,17.585,722.0,0.38,168.0,30.0,,220.0,0.0,1.54,0.5,0.24,,1.67,41.53,291.0,372.0,18.463,,,,,,,,,,,,539.0,814.0,3.8,0.036,,14.5,,,,0.035,0.372,0.076,,0.077,,18.0,0.0,18.0,18.0,15.4,,219.0,11.0,0.0,0.0,0.0,,,,2.3,,,8012.0,663.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.0,1 cracker-size slice,21.0,1 slice,198.0,1 package (7 oz),132.0,"1 cup, diced",17.0,1 cubic inch,,,,,,,,,56.022
781694,Queso Asadero,Dairy and Egg Products ,356.0,28.26,22.6,2.87,2.87,0.0,105.0,17.939,661.0,0.51,86.0,26.0,,55.0,0.0,1.0,0.5,0.24,,2.87,42.16,329.0,520.0,16.374,,,,,,,,,,,,443.0,705.0,3.02,0.026,,14.5,,,,0.021,0.223,0.181,,0.053,,8.0,0.0,8.0,8.0,15.4,,55.0,4.0,0.0,0.0,0.0,,,,2.4,,,8038.0,850.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.0,1 cracker-size slice,21.0,1 slice,132.0,"1 cup, diced",113.0,"1 cup, shredded",113.0,"1 cup, nfs",18.0,1 cubic inch,,,,,,,56.18
781733,Cheese With Nuts,Dairy and Egg Products ,424.0,37.72,17.87,5.89,1.82,1.5,71.0,14.477,394.0,0.77,197.0,51.0,,213.0,0.9,0.68,0.4,0.66,,4.39,35.53,21.0,9118.0,10.901,,,,,,,,,,,,345.0,546.0,2.77,0.36,,20.0,,,,0.129,0.303,0.989,,0.193,,37.0,0.0,37.0,37.0,27.4,,212.0,54.0,0.0,0.0,3.0,,,,2.1,,,8832.0,11243.0,,7.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.0,1 tablespoon,,,17.0,1 cubic inch,,,,,,,,,,,,,47.17
781741,Topping From Meat Pizza,Baked Foods,328.0,24.63,19.48,6.55,3.15,0.7,61.0,10.803,318.0,1.0,331.0,26.0,,110.0,0.8,0.96,0.7,1.32,,5.85,45.67,11.0,2061.0,9.694,,,,,,,,,,,,323.0,919.0,2.73,0.082,,23.6,,,,0.235,0.284,3.51,,0.244,,16.0,0.0,16.0,16.0,39.3,,99.0,156.0,0.0,4608.0,64.0,,,,7.5,,,11007.0,2446.0,,3.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,41.0,topping from 1 piece,168.0,1 cup,2.0,topping per surface inch of pizza,,,,,,,,,,,,,60.976
781742,Topping From Meat And Vegetable Pizza,Baked Foods,305.0,22.13,17.81,8.47,4.04,1.0,54.0,9.69,289.0,1.0,348.0,27.0,,102.0,11.0,0.86,0.6,1.27,,7.47,48.19,10.0,1873.0,7.943,,,,,,,,,,,,298.0,824.0,2.5,0.094,,21.2,,,,0.224,0.262,3.239,,0.271,,18.0,0.0,18.0,18.0,37.4,,88.0,179.0,4.0,4129.0,121.0,,,,8.3,,,9869.0,2219.0,,2.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,51.0,topping from 1 piece,168.0,1 cup,3.0,topping per surface inch of pizza,,,,,,,,,,,,,65.574
781751,Cheese Sandwich Cheddar Cheese On Wheat Bread No Spread,,321.0,16.05,16.15,27.91,3.24,3.2,41.0,8.19,387.0,1.89,143.0,44.0,,136.0,0.1,0.45,0.2,0.5,,24.71,37.04,12.0,1309.0,9.253,,,,,,,,,,,,285.0,542.0,2.3,0.125,,28.0,,,,0.246,0.302,2.898,,0.121,,54.0,8.0,45.0,60.0,19.3,,136.0,36.0,0.0,0.0,37.0,,,,4.2,,,4192.0,1503.0,,5.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,102.0,1 sandwich,125.0,1 6-inch submarine,250.0,1 12-inch submarine,,,,,,,,,,,,,62.305
781752,Cheese Sandwich Cheddar Cheese On Whole Wheat Bread No Spread,,321.0,16.05,16.15,27.91,3.24,3.2,41.0,8.19,387.0,1.89,143.0,44.0,,136.0,0.1,0.45,0.2,0.5,,24.71,37.04,12.0,1309.0,9.253,,,,,,,,,,,,285.0,542.0,2.3,0.125,,28.0,,,,0.246,0.302,2.898,,0.121,,54.0,8.0,45.0,60.0,19.3,,136.0,36.0,0.0,0.0,37.0,,,,4.2,,,4192.0,1503.0,,5.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,102.0,1 sandwich,145.0,1 6-inch submarine,290.0,1 12-inch submarine,,,,,,,,,,,,,62.305
781769,Cheese Sandwich Reduced Fat Cheddar Cheese On Wheat Bread With Mayonnaise,,330.0,18.47,15.94,24.96,2.84,2.8,33.0,6.346,360.0,1.68,124.0,39.0,,54.0,0.1,0.52,0.1,0.75,,22.16,37.82,8.0,5720.0,9.738,,,,,,,,,,,,277.0,544.0,2.33,0.117,,27.5,,,,0.215,0.257,2.58,,0.114,,45.0,7.0,38.0,50.0,20.7,,53.0,12.0,0.0,0.0,36.0,,,,23.1,,,4291.0,6524.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,116.0,1 sandwich,140.0,1 6-inch submarine,280.0,1 12-inch submarine,,,,,,,,,,,,,60.606
781770,Cheese Sandwich Reduced Fat Cheddar Cheese On Whole Wheat Bread With Mayonnaise,,330.0,18.47,15.94,24.96,2.84,2.8,33.0,6.346,360.0,1.68,124.0,39.0,,54.0,0.1,0.52,0.1,0.75,,22.16,37.82,8.0,5720.0,9.738,,,,,,,,,,,,277.0,544.0,2.33,0.117,,27.5,,,,0.215,0.257,2.58,,0.114,,45.0,7.0,38.0,50.0,20.7,,53.0,12.0,0.0,0.0,36.0,,,,23.1,,,4291.0,6524.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,116.0,1 sandwich,160.0,1 6-inch submarine,320.0,1 12-inch submarine,,,,,,,,,,,,,60.606
781781,Cheese Sandwich Reduced Fat Cheddar Cheese On Wheat Bread With Butter,,325.0,18.2,15.9,24.94,2.78,2.8,43.0,9.236,361.0,1.66,124.0,39.0,,142.0,0.1,0.52,0.3,1.54,,22.14,38.17,7.0,2339.0,9.705,,,,,,,,,,,,277.0,547.0,2.32,0.114,,27.3,,,,0.214,0.258,2.584,,0.294,,45.0,7.0,37.0,50.0,18.4,,137.0,52.0,0.0,0.0,34.0,,,,8.8,,,4715.0,2629.0,,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,116.0,1 sandwich,140.0,1 6-inch submarine,280.0,1 12-inch submarine,,,,,,,,,,,,,61.538
781782,Cheese Sandwich Reduced Fat Cheddar Cheese On Whole Wheat Bread With Butter,,325.0,18.2,15.9,24.94,2.78,2.8,43.0,9.236,361.0,1.66,124.0,39.0,,142.0,0.1,0.52,0.3,1.54,,22.14,38.17,7.0,2339.0,9.705,,,,,,,,,,,,277.0,547.0,2.32,0.114,,27.3,,,,0.214,0.258,2.584,,0.294,,45.0,7.0,37.0,50.0,18.4,,137.0,52.0,0.0,0.0,34.0,,,,8.8,,,4715.0,2629.0,,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,116.0,1 sandwich,160.0,1 6-inch submarine,320.0,1 12-inch submarine,,,,,,,,,,,,,61.538
